,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
293075,엣지,음식,유흥주점,룸살롱/단란주점,서울특별시,동작구,상도4동,상도동,서울특별시 동작구 성대로1길 1,126.932423866091,37.5003088690762
97235,피플,음식,유흥주점,호프/맥주,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 가로공원로76길 94,126.838681551328,37.5330241709982
370171,미디어창비까페창비,음식,유흥주점,빠/카페/스탠드빠,서울특별시,마포구,서교동,서교동,서울특별시 마포구 월드컵로12길 7,126.911448342581,37.5553333035368
380940,GS25,소매,종합소매점,편의점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 증가로31길 1,126.911355359214,37.5834988315301
352211,성심샛별나라어린이집,학문/교육,유아교육,어린이집,서울특별시,관악구,신원동,신림동,서울특별시 관악구 신원로 26,126.928253124915,37.4811418322218
148037,아비가일,소매,가정/주방/인테리어,침구/수예품,서울특별시,강북구,송중동,미아동,서울특별시 강북구 월계로7길 49,127.03344268644,37.6123407807916
124432,동강동부,음식,중식,중국음식/중국집,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 182,126.967353786359,37.5212173646697
42201,희경이네감자탕,음식,한식,해장국/감자탕,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 오류로8길 85,126.844693781717,37.4931220651619
31502,피움,소매,선물/팬시/기념품,꽃집/꽃배달,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로78길 75,127.110971130975,37.5515889428079
348296,김창수흉부외과의원,의료,병원,내과/외과,서울특별시,서초구,양재1동,양재동,서울특별시 서초구 강남대로 200,127.037078834912,37.4821149381524
315027,더푸른약국,의료,약국/한약방,약국,서울특별시,양천구,신월4동,신월동,서울특별시 양천구 월정로 53,126.841495730346,37.5244469152977
300381,명가손만두,음식,분식,라면김밥분식,서울특별시,강북구,수유3동,수유동,서울특별시 강북구 도봉로97길 45,127.026975621797,37.6427246233158
91653,현대엠알오,소매,종합소매점,생활용품판매,서울특별시,강동구,암사2동,암사동,서울특별시 강동구 올림픽로 753,127.126634798778,37.548651268677
277973,CU종로옥인점,소매,종합소매점,편의점,서울특별시,종로구,청운효자동,옥인동,서울특별시 종로구 자하문로17길 40,126.968525940648,37.5814803528316
83936,수지스에프앤비코엑스점,음식,양식,정통양식/경양식,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 테헤란로87길 22,127.059426824816,37.5096240415368
210219,종인어린이집,학문/교육,유아교육,어린이집,서울특별시,관악구,행운동,봉천동,서울특별시 관악구 솔밭로 20,126.963445472634,37.4790680393025
300398,색동저고리대치점,음식,한식,한식/백반/한정식,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 남부순환로 2936,127.06190405786,37.4933436201599
374518,육대장,음식,한식,한식/백반/한정식,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 여의대방로 379,126.930911448268,37.5191270597351
4202,가산동공영주차장,생활서비스,자동차/이륜차,주차장운영,서울특별시,금천구,가산동,가산동,서울특별시 금천구 시흥대로153길 53,126.895563672887,37.4766689204647
216966,원파트너스,생활서비스,세탁/가사서비스,청소/소독,서울특별시,영등포구,영등포동,영등포동4가,서울특별시 영등포구 영등포로 186,126.901981142463,37.5202132037476
129025,금수강산감자탕,음식,한식,해장국/감자탕,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 역말로 68,126.917891874072,37.605922569789
211375,평창도토리매운칼국수,음식,분식,국수/만두/칼국수,서울특별시,영등포구,당산1동,당산동3가,서울특별시 영등포구 국회대로28길 15,126.894364975931,37.527305429522
393873,루비왁싱스킨,생활서비스,이/미용/건강,비만/피부관리,서울특별시,동대문구,휘경2동,휘경동,서울특별시 동대문구 망우로6길 8,127.055132048833,37.5873503390119
76837,냠냠,음식,한식,한식/백반/한정식,서울특별시,동대문구,전농1동,전농동,서울특별시 동대문구 전농로15길 22,127.056291359149,37.5780338031446
272158,알파문구,소매,사무/문구/컴퓨터,사무/문구용품,서울특별시,강남구,수서동,수서동,서울특별시 강남구 광평로 280,127.103094324391,37.4873110374136
270623,영남보신탕,음식,별식/퓨전요리,사철탕전문,서울특별시,중랑구,상봉2동,상봉동,서울특별시 중랑구 봉우재로 139,127.088348821389,37.5932791406009
15419,한성공인중개사사무소,부동산,부동산중개,부동산중개,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 155,127.076341660706,37.5551075367033
131211,FOODR&D,음식,한식,한식/백반/한정식,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 선유로49길 29-1,126.894245950131,37.5369003931297
332399,CU길음센터피스,소매,종합소매점,편의점,서울특별시,성북구,길음2동,길음동,서울특별시 성북구 동소문로47길 12,127.029035626394,37.6089347179518
113327,한미석유제2한강주유소,생활서비스,주유소/충전소,주유소,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 선유로 260,126.897943776228,37.5355113187533
373760,바노스,소매,철물/난방/건설자재소매,철물/건설자재소매,서울특별시,서초구,반포2동,반포동,서울특별시 서초구 신반포로 143,126.999981793077,37.5049548447784
277344,현대전자,소매,가전제품소매,일반가전제품,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로 74,126.959600845599,37.5328899510721
154125,세진,생활서비스,이/미용/건강,여성미용실,서울특별시,중랑구,망우본동,망우동,서울특별시 중랑구 용마산로118길 58,127.103792470738,37.6009932289605
167501,홍신의원,의료,병원,기타병원,서울특별시,영등포구,영등포동,영등포동2가,서울특별시 영등포구 영등포로49길 9-13,126.90893041696,37.5199802629471
260211,돈돼지삼겹살,음식,한식,갈비/삼겹살,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 100,127.06949043389,37.540853184019
218216,예쁜미인성형외과,의료,병원,정형/성형외과,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 422,127.026970927573,37.5003866393477
237944,동서울어린이집,학문/교육,유아교육,어린이집,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로44길 23,127.091437926933,37.5431415641278
305870,럭키상사,소매,종합소매점,종합소매,서울특별시,종로구,종로1.2.3.4가동,낙원동,서울특별시 종로구 삼일대로 428,126.987626852674,37.5722118240185
306502,프리모드,소매,종합소매점,종합소매,서울특별시,중구,광희동,을지로6가,서울특별시 중구 청계천로 274,127.008029385602,37.5694205982191
142571,해적,음식,한식,한식/백반/한정식,서울특별시,관악구,신림동,신림동,서울특별시 관악구 신림로65길 37,126.927342669266,37.4847197489427
294660,뷰투베이커리,음식,제과제빵떡케익,제과점,서울특별시,강서구,공항동,마곡동,서울특별시 강서구 공항대로 140,126.823177599256,37.5591447850131
377379,간단하지만특별한화피디Cafe,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로14길 24,126.95875501815,37.5383878787905
87694,삼우상회,소매,가방/신발/액세서리,양품점,서울특별시,동대문구,제기동,제기동,서울특별시 동대문구 경동시장로3길 10-3,127.039988827994,37.579776518269
6998,미르아이커뮤니케이션,소매,기타판매업,통신판매,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로 113,127.029522672832,37.4989659425073
153160,성원어패럴,소매,의복의류,일반의류,서울특별시,동대문구,장안1동,장안동,서울특별시 동대문구 한천로14길 83,127.067124145015,37.566379269194
328263,아이파크약국,의료,약국/한약방,약국,서울특별시,송파구,위례동,장지동,서울특별시 송파구 위례광장로 230,127.143743892245,37.478547924507
249629,K2,소매,의복의류,캐쥬얼/스포츠의류,서울특별시,종로구,종로5.6가동,종로5가,서울특별시 종로구 종로 230-2,127.003381398338,37.5707780670331
105571,비티모터스,소매,자동차/자동차용품,자동차부품판매,서울특별시,구로구,구로1동,구로동,서울특별시 구로구 구일로2길 59,126.876775062474,37.4893857660007
62415,단레스토랑,음식,양식,정통양식/경양식,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 통일로 804,126.924699022051,37.6161123784228
138536,온파스타,음식,양식,스파게티전문점,서울특별시,도봉구,창2동,창동,서울특별시 도봉구 덕릉로 245,127.038652622596,37.6396306919242
47714,이니스프리,소매,화장품소매,화장품판매점,서울특별시,중구,소공동,태평로2가,서울특별시 중구 세종대로 84,126.977159295318,37.5636518048491
88944,주연테크,소매,사무/문구/컴퓨터,컴퓨터/주변기기,서울특별시,양천구,신월6동,신월동,서울특별시 양천구 신월로 128,126.838124024847,37.5164486213596
232543,자스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로19길 10,127.033695385028,37.5007572068915
198310,뷰티플레너,생활서비스,이/미용/건강,비만/피부관리,서울특별시,송파구,석촌동,석촌동,서울특별시 송파구 송파대로 455,127.105075755783,37.5069962138494
225058,도스마스서울중앙대점,음식,양식,기타전문서양음식점,서울특별시,동작구,흑석동,흑석동,서울특별시 동작구 흑석로13마길 65-3,126.959071566461,37.5074667528331
297776,노구만두,음식,분식,라면김밥분식,서울특별시,동대문구,답십리1동,답십리동,서울특별시 동대문구 답십리로 154,127.057129752311,37.5725981869804
36874,산골식당,음식,한식,한식/백반/한정식,서울특별시,마포구,도화동,마포동,서울특별시 마포구 마포대로4다길 18,126.943915891685,37.5363188559319
11721,럭스데이침대쇼파,소매,가구소매,가구판매-침대전문,서울특별시,강남구,청담동,청담동,서울특별시 강남구 학동로101길 26,127.05760294292,37.5224405208421
354113,함께하는통증의학과의원,의료,병원,기타병원,서울특별시,구로구,구로4동,구로동,서울특별시 구로구 구로동로26길 115,126.890458011707,37.4901187697104
13707,대성공인중개사,부동산,부동산중개,부동산중개,서울특별시,성북구,종암동,종암동,서울특별시 성북구 종암로 89-1,127.034520231558,37.5982032793709
359663,미니슈퍼,소매,종합소매점,수퍼마켓,서울특별시,동대문구,답십리1동,답십리동,서울특별시 동대문구 전농로 75-18,127.056200472411,37.5717798197224
282947,오땡큐,생활서비스,이/미용/건강,남성미용실,서울특별시,마포구,망원2동,망원동,서울특별시 마포구 방울내로 44,126.900666638619,37.5589006258415
103505,박승철헤어스투디오,생활서비스,이/미용/건강,여성미용실,서울특별시,노원구,중계1동,중계동,서울특별시 노원구 노원로 330,127.070924140659,37.6467821708058
11337,신촌원조철판동태찜,음식,한식,한식/백반/한정식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 연세로5다길 26,126.934109146529,37.5567474514109
113617,좋은피시방,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,서울특별시,중구,신당5동,신당동,서울특별시 중구 다산로44길 20,127.01801665979,37.5648817396503
175860,밤비니어학원한남본원,학문/교육,학원-어학,학원-외국어/어학,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 119,127.011979363921,37.5368989361199
154764,평창농산,소매,음/식료품소매,청과물소매,서울특별시,종로구,평창동,평창동,서울특별시 종로구 평창11길 8-4,126.966968227298,37.6065335670428
188803,봄비,음식,유흥주점,빠/카페/스탠드빠,서울특별시,성북구,길음1동,길음동,서울특별시 성북구 삼양로 31,127.023865648081,37.6058735881353
392991,켄우드,소매,가전제품소매,오디오전문점,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로 77,126.960850349137,37.5333514753031
384663,할란앤홀든,생활서비스,광고/인쇄,인쇄종합,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 영동대로 513,127.059139102428,37.5118203253706
384336,하나로마트,소매,종합소매점,수퍼마켓,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 청파로 122,126.964711131979,37.5331691345168
194849,ONEQBILLIARD,관광/여가/오락,PC/오락/당구/볼링등,당구장,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로 381,127.085084288412,37.5370914952792
158377,센터공인중개사사무소,부동산,부동산중개,부동산중개,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 휘경로3길 8,127.062327035837,37.5959766396476
227152,아이솔어린이집,학문/교육,유아교육,어린이집,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 개화동로27길 13,126.807315803383,37.5644188109266
223121,커피벨,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,천호2동,천호동,서울특별시 강동구 천호대로157길 7,127.126494586703,37.5383601844964
235013,리빙아울렛,소매,종합소매점,생활용품판매,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 연서로 252,126.922906539538,37.6194478610341
150691,김보경헤어보그,생활서비스,이/미용/건강,여성미용실,서울특별시,관악구,서림동,신림동,서울특별시 관악구 신림로 208,126.937384881963,37.4758360282467
176839,메아리,음식,양식,정통양식/경양식,서울특별시,서대문구,천연동,영천동,서울특별시 서대문구 통일로 191,126.961739624672,37.5703921406263
174255,아미다이어트,소매,건강/미용식품,다이어트상품판매,서울특별시,동대문구,회기동,회기동,서울특별시 동대문구 회기로25길 18,127.055448686152,37.5909660575588
362829,운현어린이집,학문/교육,유아교육,어린이집,서울특별시,종로구,종로1.2.3.4가동,운니동,서울특별시 종로구 삼일대로32길 31-8,126.98871198347,37.5756811227583
109483,록수여관,숙박,모텔/여관/여인숙,모텔/여관/여인숙,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 마포대로12길 37,126.954762903556,37.5471467921241
318678,스트릿츄러스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실2동,잠실동,서울특별시 송파구 올림픽로 25,127.075927917189,37.5161878271983
244927,피자몰방학점,음식,패스트푸드,피자전문,서울특별시,도봉구,방학1동,방학동,서울특별시 도봉구 도봉로 678,127.043575290761,37.6648545802222
289003,신나는어린이집,학문/교육,학원기타,학원(종합),서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 까치산로18나길 22-1,126.849134556479,37.5463717274185
185022,DDNS,소매,가방/신발/액세서리,가방/가죽제품소매,서울특별시,성북구,길음2동,길음동,서울특별시 성북구 도봉로 3,127.029833487886,37.609418830386
268193,성민양꼬치,음식,유흥주점,꼬치구이전문점,서울특별시,관악구,신림동,신림동,서울특별시 관악구 신림동7길 47,126.926864221147,37.4849676979253
9741,해뜨는보습,학문/교육,학원-보습교습입시,학원-입시,서울특별시,강남구,개포2동,개포동,서울특별시 강남구 선릉로 30,127.061158182182,37.4824619128836
336497,광성이용원,생활서비스,이/미용/건강,남성미용실,서울특별시,강동구,길동,길동,서울특별시 강동구 명일로16길 24,127.147306774098,37.5370976382848
44365,빌라드노래방,관광/여가/오락,무도/유흥/가무,노래방,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로4길 10,127.061468574196,37.5362574107147
329730,우리야채,소매,음/식료품소매,청과물소매,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로10길 30,127.063359108716,37.5379934296566
75519,리스나제주우유,소매,음/식료품소매,우유판매,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼로11길 12,127.034710768909,37.4948005196891
339608,키친나루,음식,양식,정통양식/경양식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로1길 18,127.102236608526,37.5476032759626
404676,착한,생활서비스,이/미용/건강,발/네일케어,서울특별시,구로구,구로4동,구로동,서울특별시 구로구 도림천로 336,126.893721907172,37.4949970067653
18483,광창기업,소매,자동차/자동차용품,자동차부품판매,서울특별시,동대문구,답십리2동,답십리동,서울특별시 동대문구 한천로 17,127.059209134656,37.5647846801733
169724,데리카,소매,의복의류,일반의류,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,127.00681633008,37.5064271601893
223421,네이처리퍼블릭창동점,소매,화장품소매,화장품판매점,서울특별시,도봉구,창5동,창동,서울특별시 도봉구 노해로63길 84,127.046563618024,37.6527598872457
121639,우리숯불꼼장어,음식,일식/수산물,곰장어전문,서울특별시,영등포구,영등포동,영등포동3가,서울특별시 영등포구 영중로8길 17,126.907528486548,37.5183724569422
133411,그린조이,소매,의복의류,일반의류,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 당산로 42,126.895867705872,37.5182279780668
141018,광성전기,소매,가정/주방/인테리어,조명기구/전기용품,서울특별시,구로구,개봉3동,개봉동,서울특별시 구로구 개봉로 17,126.85609307812,37.4871599661783
114553,시장할인마트,소매,종합소매점,수퍼마켓,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 선유로51길 15-1,126.896324706117,37.5371180690646
177558,창조기획,생활서비스,광고/인쇄,간판제작종합,서울특별시,강동구,상일동,상일동,서울특별시 강동구 천호대로219길 96,127.170868746518,37.5500604375435
331791,웽커스,소매,가방/신발/액세서리,액세서리판매,서울특별시,마포구,망원1동,망원동,서울특별시 마포구 월드컵로19길 12,126.908301516636,37.5569171058128
397092,온앤온,소매,의복의류,여성의류전문점,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 왕산로 205,127.045556250849,37.5808848974878
248576,미키포토,생활서비스,사진,사진관,서울특별시,영등포구,신길6동,신길동,서울특별시 영등포구 여의대방로 65,126.913138794638,37.4973487700554
387415,점프셈교실,학문/교육,학원-자격/국가고시,학원/국가고시,서울특별시,동작구,노량진1동,노량진동,서울특별시 동작구 만양로14가길 17,126.944842544264,37.5123052731447
51945,상상미술,학문/교육,학원-음악미술무용,서예/서화/미술,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로3길 104,127.082639733066,37.5574453057887
